lemma,n,pos,grc,en,ja,fr,usg_ja,usg_en,cdo
ⲏⲣⲡ̅,1,N,,,,,,,
ⲏⲩⲉ,1,N,,,,,,,
ⲑⲁⲣⲛⲁⲭⲁⲭⲁⲛ,1,FM,,,,,,,
ⲑⲁⲩⲙⲁⲍⲉ,1,V,Y,,,,,,
ⲑⲃⲃⲓⲟ,1,V,,"humble, abase",低くする,humilier,,,
ⲑⲃⲉⲟⲩ,1,V,,,,,,,
ⲑⲉⲣⲁⲡⲓⲁ,1,N,Y,,,,,,
ⲑⲉⲣⲛⲱⲯ,1,FM,,,,,,,
ⲑⲉⲣⲱⲯⲓⲛ,1,FM,,,,,,,
ⲑⲉⲱⲣⲓ,1,V,,,,,,,
ⲑⲏⲣⲓⲟⲛ,1,N,Y,beast (θηρίον),獣,bête (θηρίον),,,
ⲑⲏⲥⲁⲩⲣⲟⲥ,1,N,Y,"treasury, treasure (θησαυρός)",宝庫,trésor (θησαυρός),,,
ⲑⲗⲓⲃⲉ,1,V,Y,"afflict, oppress (θλίβω)",苦しめる,affliger (θλίβω),,,
ⲑⲣⲟⲛⲟⲥ,1,N,Y,throne (θρόνος),王座,trône (θρόνος),,,
ⲑⲩⲗⲏⲥ,1,N,,,,,,,
ⲑⲩⲣⲱⲛ,1,N,,,,,,,
ⲑⲱⲃⲁⲣⲣⲁⲃⲁⲩ,1,FM,,,,,,,
ⲓϣⲟⲩⲓⲧ,1,PPER,,,,,,,
ⲓϥⲓ,1,PPER,,,,,,,
ⲓϩⲱϫ,1,PPER,,,,,,,
ⲓϯⲟⲩ,1,PPER,,,,,,,
ⲓⲁ,1,V,,,,,,,
ⲓⲁⲁ,1,V,,,,,,,
ⲓⲁⲃⲣⲁⲱⲑ,1,NPROP,,,,,,,
ⲓⲁⲓ,1,FM,,,,,,,
ⲓⲁⲕⲕⲱⲃⲟⲥ,1,NPROP,,,,,,,
ⲓⲁⲕⲣⲓⲃⲁⲥⲉ,1,V,,,,,,,
ⲓⲁⲗⲇⲁⲃⲁⲱⲑ,1,NPROP,,Ialdabaoth (demiurge),ヤルダバオート,Ialdabaôth,,,
ⲓⲁⲗⲟⲩϩⲁ,1,V,,,,,,,
ⲓⲁⲗⲟⲩϩⲁⲙ,1,NPROP,,,,,,,
ⲓⲁⲗⲧⲁⲃⲁⲱⲑ,1,NPROP,,,,,,,
ⲓⲁⲫⲑⲁ,1,NPROP,,,,,,,
ⲓⲁⲭⲑⲁⲛⲁⲃⲁⲥ,1,V,,,,,,,
ⲓⲁⲱ,1,NPROP,,Iao,イアオー,Iaô,,,
ⲓⲁⲱⲓⲟⲩⲱ,1,FM,,,,,,,
ⲓⲉⲟⲩ,1,NPROP,,Yeu,イェウ,Yéou,,,
ⲓⲉⲣⲟ,1,N,,,,,,,
ⲓⲏⲁⲛⲁ,1,FM,,,,,,,
ⲓⲓⲓ,1,NUM,,,,,,,
ⲓⲓⲟⲣⲙ,1,V,,,,,,,
ⲓⲙ,1,PPER,,,,,,,
ⲓⲛⲁ,1,ADV,Y,,,,,,
ⲓⲛⲉ,1,N,,"likeness, form",姿・像,ressemblance,,,
ⲓⲛⲡ,1,PPER,,,,,,,
ⲓⲛⲧ,1,PPER,,,,,,,
ⲓⲛⲧⲟⲩ,1,PPER,,,,,,,
ⲓⲛⲧⲥ,1,V,,,,,,,
ⲓⲟⲣⲙ,1,V,,,,,,,
ⲓⲣⲁⲗⲗⲟⲧⲣⲓⲟⲥ,1,PPER,,,,,,,
ⲓⲣⲉ,1,V,,,,,,,
ⲓⲥⲟⲭⲟⲃⲟⲣⲑⲁ,1,NPROP,,,,,,,
ⲓⲥⲣⲁⲓ,1,FM,,,,,,,
ⲓⲧⲣⲉϥ,1,PPER,,,,,,,
ⲓⲯⲁⲛⲧⲁⲭⲟⲩⲛⲭⲁⲓⲛⲭⲟⲩⲭⲉⲱⲭ,1,NPROP,,,,,,,
ⲓⲱⲧⲁ,1,NPROP,Y,,,,,,
ⲕϥⲓ,1,PPER,,,,,,,
ⲕϯⲛⲟⲩⲥ,1,PPER,,,,,,,
ⲕⲁϩⲧⲏ,1,V,,,,,,,
ⲕⲁⲁⲧ,1,V,,,,,,,
ⲕⲁⲑⲁⲣⲓⲍⲉ,1,V,Y,purify (καθαρίζω),清める,purifier (καθαρίζω),,,
ⲕⲁⲑⲓⲥⲧⲁ,1,V,Y,,,,,,
ⲕⲁⲓ,1,CONJ,Y,,,,,,
ⲕⲁⲕⲓⲁ,1,N,Y,"evil, malice (κακία)",悪,méchanceté (κακία),,,
ⲕⲁⲕⲱⲥ,1,ADV,Y,,,,,,
ⲕⲁⲗⲁϩⲏ,1,N,,,,,,,
ⲕⲁⲗⲁⲡⲁⲧⲁⲩⲣⲱⲑ,1,NPROP,,,,,,,
ⲕⲁⲗⲉ,1,V,,,,,,,
ⲕⲁⲗⲉⲓ,1,V,Y,,,,,,
ⲕⲁⲗⲱⲥ,1,ADV,Y,well (καλῶς),よく,bien (καλῶς),,,
ⲕⲁⲙⲉ,1,N,,,,,,,
ⲕⲁⲛⲁⲛⲓⲧⲏⲥ,1,NPROP,Y,,,,,,
ⲕⲁⲛⲟⲃⲉ,1,V,,forgive sins,罪を赦す,pardonner les péchés,,,
ⲕⲁⲡⲛⲟⲥ,1,N,Y,,,,,,
ⲕⲁⲣⲓⲁ,1,N,,,,,,,
ⲕⲁⲣⲕⲓⲛⲟⲥ,1,N,,,,,,,
ⲕⲁⲣⲱⲙⲉ,1,V,,,,,,,
ⲕⲁⲥ,1,N,,bone,骨,os,,,
ⲕⲁⲧⲁⲕⲁⲉⲧⲁⲡⲉⲧⲁⲥⲙⲁ,1,N,,,,,,,
ⲕⲁⲧⲁⲕⲗⲩⲥⲙⲟⲥ,1,N,Y,,,,,,
ⲕⲁⲧⲁⲗⲁⲗⲉⲓ,1,V,Y,,,,,,
ⲕⲁⲧⲁⲗⲁⲗⲓⲁ,1,N,Y,,,,,,
ⲕⲁⲧⲁⲗⲁⲙⲃⲁⲛⲉ,1,V,Y,,,,,,
ⲕⲁⲧⲁⲡⲁϣⲁⲓ,1,N,,,,,,,
ⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ,1,N,Y,"veil, curtain (καταπέτασμα)",垂れ幕,voile (καταπέτασμα),,,
ⲕⲁⲧⲉ,1,V,,,,,,,
ⲕⲁⲧⲉⲭⲉ,1,V,Y,"hold fast, restrain (κατέχω)",保つ,retenir (κατέχω),,,
ⲕⲁⲧⲏⲛⲟⲩ,1,V,,,,,,,
ⲕⲁⲧⲟⲓⲕⲓ,1,V,,dwell (κατοικέω),住む,habiter (κατοικέω),,,
ⲕⲁⲧⲟⲟⲧ,1,V,,,,,,,
ⲕⲁⲧⲟⲧⲧⲏⲩⲧⲛ,1,V,,,,,,,
ⲕⲁⲩⲙⲁ,1,N,Y,,,,,,
ⲕⲃⲁ,1,N,,,,,,,
ⲕⲃⲏⲗ,1,PPER,,,,,,,
ⲕⲃⲟ,1,PPER,,,,,,,
ⲕⲉ‐ⲙⲟⲕϩ,1,PREP,,,,,,,
ⲕⲉⲗⲉⲩⲉ,1,V,Y,command (κελεύω),命じる,ordonner (κελεύω),,,
ⲕⲉⲗⲉⲩⲥⲓⲥ,1,N,Y,command (κέλευσις),命令,ordre (κέλευσις),,,
ⲕⲉⲣⲁ,1,V,Y,,,,,,
ⲕⲉⲣⲁⲥⲙⲟⲥ,1,N,,,,,,,
ⲕⲉⲥⲟⲡ,1,N,,,,,,,
ⲕⲉⲧ,1,N,,,,,,,
ⲕⲉⲧⲧⲏⲩ,1,V,,,,,,,
ⲕⲉⲩⲗⲉⲩⲉ,1,V,,,,,,,
ⲕⲉⲫⲁⲗⲏ,1,N,Y,head; chapter (κεφαλή),頭・章,tête (κεφαλή),,,
ⲕⲉⲭⲓⲙⲁⲍⲉ,1,V,,,,,,,
ⲕⲏⲇⲁⲣ,1,NPROP,,,,,,,
ⲕⲏⲙⲉ,1,NPROP,,Egypt,エジプト,Égypte,,,
ⲕⲏⲣⲩⲥⲥⲉ,1,V,Y,"preach, proclaim (κηρύσσω)",宣べ伝える,proclamer (κηρύσσω),,,
ⲕⲏⲧ,1,VSTAT,,,,,,,
ⲕⲓⲛⲇⲩⲛⲟⲥ,1,N,Y,,,,,,
ⲕⲓⲛⲏⲥⲓⲥ,1,N,Y,,,,,,
ⲕⲗϫ,1,V,,,,,,,
ⲕⲗⲁⲇⲟⲥ,1,N,Y,,,,,,
ⲕⲗⲃⲧⲛ,1,N,,,,,,,
ⲕⲗⲏⲣⲟⲥ,1,N,Y,"lot, inheritance (κλῆρος)",割り当て,lot (κλῆρος),,,
ⲕⲗⲟⲙ,1,N,,"crown, wreath",冠,couronne,,,
ⲕⲗⲟⲟⲗⲉ,1,N,,,,,,,
ⲕⲙⲁϩⲧ,1,N,,,,,,,
ⲕⲙⲟⲙ,1,VSTAT,,,,,,,
ⲕⲙⲧⲟ,1,N,,,,,,,
ⲕⲛ,1,V,,,,,,,
ⲕⲛⲓⲧⲟⲩⲥⲟⲭⲣⲉⲱⲫ,1,NPROP,,,,,,,
ⲕⲛⲧ,1,N,,,,,,,
ⲕⲛⲧⲁ,1,V,,,,,,,
ⲕⲛⲧⲁⲛⲟ,1,V,,,,,,,
ⲕⲟⲉⲓϩ,1,N,,,,,,,
ⲕⲟⲓⲛⲱⲛⲓ,1,V,Y,,,,,,
ⲕⲟⲓⲛⲱⲛⲓⲁ,1,N,Y,,,,,,
ⲕⲟⲗⲁⲥⲓⲥ,1,N,Y,punishment (κόλασις),罰,châtiment (κόλασις),,,
ⲕⲟⲗⲁⲥⲧⲏⲣⲓⲟⲛ,1,N,Y,,,,,,
ⲕⲟⲟϩ,1,N,,"corner, angle",隅,coin,,,
ⲕⲟⲟⲩ,1,N,,,,,,,
ⲕⲟⲥⲙⲏⲥⲓⲥ,1,N,Y,"adornment, ordering (κόσμησις)",装い,ordonnance (κόσμησις),,,
ⲕⲟⲧϥ,1,V,,,,,,,
ⲕⲟⲧⲉ,1,V,,,,,,,
ⲕⲟⲧⲛ,1,V,,,,,,,
ⲕⲟⲧⲥ,1,V,,,,,,,
ⲕⲟⲩⲕⲓⲁⲙⲓⲛ,1,FM,,,,,,,
ⲕⲟⲩⲛ,1,N,,,,,,,
ⲕⲟⲩⲩϣ,1,ADV,,,,,,,
ⲕⲣ,1,V,,,,,,,
ⲕⲣⲁⲛⲓⲟⲛ,1,N,Y,,,,,,
ⲕⲣⲓⲙⲁ,1,N,Y,,,,,,
ⲕⲣⲓⲛⲉ,1,V,Y,judge (κρίνω),裁く,juger (κρίνω),,,
ⲕⲣⲓⲟⲥ,1,N,,,,,,,
ⲕⲣⲓⲥⲓⲥ,1,N,Y,judgement (κρίσις),裁き,jugement (κρίσις),,,
ⲕⲣⲙⲉⲥ,1,N,,,,,,,
ⲕⲣⲙⲣⲙ,1,V,,,,,,,
ⲕⲣⲙⲧⲥ,1,N,,,,,,,
ⲕⲣⲟⲛⲟⲥ,1,NPROP,Y,,,,,,
ⲕⲣⲩⲥⲧⲁⲗⲗⲟⲥ,1,N,Y,,,,,,
ⲕⲣⲱⲙ,1,N,,fire,火,feu,,,
ⲕⲧⲣⲁⲣⲁⲕⲧ,1,V,,,,,,,
ⲕⲧⲣⲉ,1,V,,,,,,,
ⲕⲧⲣⲉⲩ,1,PPER,,,,,,,
ⲕⲩⲕⲗⲟⲥ,1,N,Y,"circle, cycle (κύκλος)",円環,cycle (κύκλος),,,
ⲕⲱⲓ,1,N,,,,,,,
ⲕⲱⲗϫ,1,V,,,,,,,
ⲕⲱⲣϣ,1,V,,"entreat, beg",懇願する,supplier,,,
ⲕⲱⲫⲟⲥ,1,N,,,,,,,
ⲕⲱⲱⲥ,1,N,,"bury, prepare for burial",葬る,ensevelir,,,
ⲗⲁⲕϩ,1,N,,,,,,,
ⲗⲁⲙϫⲁⲧⲡ,1,N,,,,,,,
ⲗⲁⲙⲭⲁⲙⲱⲣ,1,N,,,,,,,
ⲗⲁⲣⲁⲱⲭ,1,V,,,,,,,
ⲗⲁⲥ,1,N,,tongue,舌,langue,,,
ⲗⲉⲓⲧⲟⲩⲣⲅⲟⲥ,1,N,Y,"minister, servant (λειτουργός)",奉仕者,ministre (λειτουργός),,,
ⲗⲉⲱⲛ,1,NPROP,,,,,,,
ⲗⲟϫⲧ,1,V,,,,,,,
ⲗⲟⲅⲭⲏ,1,N,Y,,,,,,
ⲗⲟⲉϥⲧⲟ,1,V,,,,,,,
ⲗⲟⲉⲓϭⲉ,1,N,,,,,,,
ⲗⲟⲓϩⲉ,1,N,,,,,,,
ⲗⲟⲓⲡⲟⲛ,1,ADV,Y,,,,,,
ⲗⲟⲛ,1,V,,,,,,,
ⲗⲟⲩⲭⲁⲣ,1,V,,,,,,,
ⲙϩⲓⲧ,1,N,,,,,,,
ⲙⲁϩϣⲟⲙⲛⲧ,1,N,,,,,,,
ⲙⲁϩϣⲟⲙⲧ,1,N,,,,,,,
ⲙⲁϩϥⲧⲟⲟⲩ,1,N,,,,,,,
ⲙⲁϩϯⲟⲩ,1,N,,,,,,,
ⲙⲁϩⲉ,1,V,,,,,,,
ⲙⲁϩⲙⲛⲧϣⲟⲙⲧⲉ,1,N,,,,,,,
ⲙⲁϩⲙⲛⲧⲟⲩⲉ,1,N,,,,,,,
ⲙⲁϩⲙⲛⲧⲥⲛⲟⲟⲩⲥ,1,N,,,,,,,
ⲙⲁϩⲥⲛⲁⲩ,1,N,,,,,,,
ⲙⲁⲁⲃ,1,NUM,,,,,,,
ⲙⲁⲃ,1,NUM,,,,,,,
ⲙⲁⲃⲥⲛⲟⲟⲩⲥ,1,N,,,,,,,
ⲙⲁⲃⲧⲁⲥⲉ,1,N,,,,,,,
ⲙⲁⲅⲇⲁⲗⲏⲛⲏ,1,NPROP,,Magdalene,マグダラ,Magdaléenne,,,
ⲙⲁⲅⲓⲁ,1,N,,magic (μαγεία),魔術,magie (μαγεία),,,
ⲙⲁⲑⲁⲓⲟⲥ,1,N,,Matthew,マタイ,Matthieu,,,
ⲙⲁⲑⲏⲑⲏⲥ,1,N,,,,,,,
ⲙⲁⲑⲏⲧⲉⲩⲉ,1,V,Y,,,,,,
ⲙⲁⲑⲏⲧⲣⲓⲁ,1,N,Y,,,,,,
ⲙⲁⲓ,1,N,,,,,,,
ⲙⲁⲓⲛ,1,N,,"sign, mark",しるし,signe,,,
ⲙⲁⲓⲛⲙⲁⲣⲓ,1,FM,,,,,,,
ⲙⲁⲓⲣⲱⲙⲉ,1,N,,,,,,,
ⲙⲁⲕⲁⲣⲓⲁ,1,N,Y,blessed (μακαρία),幸いな,bienheureuse (μακαρία),,,
ⲙⲁⲣⲁⲭⲁⲭⲑⲁ,1,FM,,,,,,,
ⲙⲁⲣⲉⲓ,1,FM,,,,,,,
ⲙⲁⲣⲉⲛ,1,X,,,,,,,
ⲙⲁⲣⲑⲁ,1,NPROP,,Martha,マルタ,Marthe,,,
ⲙⲁⲣⲓⲁ,1,NPROP,,Mary,マリア,Marie,,,
ⲙⲁⲣⲓⲁⲙ,1,NPROP,,,,,,,
ⲙⲁⲣⲓⲏ,1,FM,,,,,,,
ⲙⲁⲣⲙⲁⲣⲁⲭⲑⲁ,1,FM,,,,,,,
ⲙⲁⲣⲧⲩⲣⲓⲁ,1,N,Y,,,,,,
ⲙⲁⲣⲭⲟⲩⲣ,1,V,,,,,,,
ⲙⲁⲥⲉ,1,N,,,,,,,
ⲙⲁⲥⲕⲉⲗⲗⲓ,1,NPROP,,,,,,,
ⲙⲁⲥⲥⲧⲓⲅⲝ,1,N,,,,,,,
ⲙⲁⲥⲧⲓⲅϫⲛⲁ,1,N,,,,,,,
ⲙⲁⲥⲧⲓⲅⲝ,1,N,Y,,,,,,
ⲙⲁⲧⲟⲓ,1,N,,,,,,,
ⲙⲁⲧⲟⲩ,1,N,,,,,,,
ⲙⲁⲧⲟⲩϫⲟ,1,PREP,,,,,,,
ⲙⲁⲧⲱⲟⲩ,1,V,,,,,,,
ⲙⲁⲩⲱⲛⲃⲓ,1,NPROP,,,,,,,
ⲙⲉϩϣϥⲉ,1,N,,,,,,,
ⲙⲉϩϣⲉ,1,N,,,,,,,
ⲙⲉϩϣⲉϫⲟⲩⲧⲯⲓⲥ,1,N,,,,,,,
ⲙⲉϩϣⲉⲟⲩⲁ,1,N,,,,,,,
ⲙⲉϩϣⲉⲥⲟⲟⲩ,1,N,,,,,,,
ⲙⲉϩϣⲙⲟⲩⲛ,1,N,,,,,,,
ⲙⲉϩϣⲙⲟⲩⲛⲉ,1,N,,,,,,,
ⲙⲉϩϣⲟⲙⲛⲧ,1,NUM,,third,第三の,troisième,,,
ⲙⲉϩϣⲟⲙⲧ,1,N,,,,,,,
ⲙⲉϩϣⲟⲙⲧⲉ,1,N,,third,第三の,troisième,,,
ⲙⲉϩϥⲧⲟ,1,N,,fourth,第四の,quatrième,,,
ⲙⲉϩϥⲧⲟⲟⲩ,1,NUM,,fourth,第四の,quatrième,,,
ⲙⲉϩϥⲧⲟⲩϫⲟⲩⲟⲩⲱⲧ,1,N,,,,,,,
ⲙⲉϩϩⲙⲉⲛ,1,N,,,,,,,
ⲙⲉϩϩⲙⲉⲛⲉⲥⲁϣϥⲉ,1,NUM,,,,,,,
ⲙⲉϩϫⲟⲩⲧⲁϥⲧⲉ,1,N,,twenty-fourth,第二十四の,vingt-quatrième,,,
ⲙⲉϩϯ,1,N,,,,,,,
ⲙⲉϩϯⲟⲩ,1,N,,fifth,第五の,cinquième,,,
ⲙⲉϩⲙⲁⲁⲃ,1,N,,,,,,,
ⲙⲉϩⲙⲁⲃⲧⲁϥⲧⲉ,1,N,,,,,,,
ⲙⲉϩⲙⲏⲧ,1,N,,,,,,,
ⲙⲉϩⲙⲏⲧⲉ,1,N,,tenth,第十の,dixième,,,
ⲙⲉϩⲙⲛⲧϣⲟⲙⲧⲉ,1,N,,thirteenth,第十三の,treizième,,,
ⲙⲉϩⲙⲛⲧⲟⲩⲉ,1,N,,,,,,,
ⲙⲉϩⲙⲛⲧⲥⲛⲟⲟⲩⲥ,1,N,,twelfth,第十二の,douzième,,,
ⲙⲉϩⲙⲛⲧⲯⲓⲧⲉ,1,N,,,,,,,
ⲙⲉϩⲡⲥⲧⲁⲓⲟⲩ,1,N,,,,,,,
ⲙⲉϩⲣⲟ,1,V,,,,,,,
ⲙⲉϩⲥⲁϣϥ,1,NUM,,seventh,第七の,septième,,,
ⲙⲉϩⲥⲁϣϥⲉ,1,NUM,,seventh,第七の,septième,,,
ⲙⲉϩⲥⲉϣⲙⲏⲛ,1,N,,,,,,,
ⲙⲉϩⲥⲉⲯⲓⲥ,1,N,,,,,,,
ⲙⲉϩⲥⲛⲁⲩ,1,NUM,,second,第二の,deuxième,,,
ⲙⲉϩⲥⲛⲧⲉ,1,NUM,,,,,,,
ⲙⲉϩⲥⲟ,1,N,,sixth,第六の,sixième,,,
ⲙⲉϩⲥⲟⲟⲩ,1,N,,sixth,第六の,sixième,,,
ⲙⲉϩⲥⲟⲡ,1,NUM,,,,,,,
ⲙⲉϩⲧⲁⲓⲟⲩ,1,NUM,,,,,,,
ⲙⲉϩⲭⲱⲣⲏⲙⲁ,1,N,,,,,,,
ⲙⲉϩⲯⲓⲥ,1,N,,,,,,,
ⲙⲉϩⲯⲓⲧ,1,N,,,,,,,
ⲙⲉϩⲯⲓⲧⲉ,1,N,,,,,,,
ⲙⲉϯ,1,N,,,,,,,
ⲙⲉⲉⲣⲉ,1,N,,"noon, midday",正午,midi,,,
ⲙⲉⲗϫⲓⲥⲉⲇⲉⲕ,1,N,,Melchizedek (var.),メルキゼデク（異形）,Melchisédek (var.),,,
ⲙⲉⲗⲉⲧⲁ,1,V,Y,,,,,,
ⲙⲉⲗⲕⲓⲥⲉⲇⲉⲕ,1,NPROP,,,,,,,
ⲙⲉⲗⲭⲓⲥⲉⲇⲉⲕ,1,NPROP,,Melchizedek,メルキゼデク,Melchisédek,,,
ⲙⲉⲙⲱⲭ,1,NPROP,,,,,,,
ⲙⲉⲛⲁⲙⲁⲛ,1,FM,,,,,,,
ⲙⲉⲛⲧⲟⲓⲅⲉ,1,PTC,Y,,,,,,
ⲙⲉⲣⲓⲍⲉ,1,V,Y,,,,,,
ⲙⲉⲣⲓⲥ,1,N,Y,,,,,,
ⲙⲉⲣⲟⲩⲥ,1,NUM,Y,,,,,,
ⲙⲉⲥϯⲥⲩⲙⲃⲟⲩⲗⲟⲛ,1,N,,,,,,,
ⲙⲉⲥⲑⲏⲧ,1,N,,,,,,,
ⲙⲉⲥⲟⲥ,1,N,,"middle, mid- (μέσος)",中間,milieu (μέσος),,,
ⲙⲉⲥⲧⲣⲉⲩ,1,N,,,,,,,
ⲙⲉⲧⲁⲃⲁⲗⲉ,1,V,,,,,,,
ⲙⲉⲧⲁⲃⲟⲗⲏ,1,N,Y,change (μεταβολή),変化,changement (μεταβολή),,,
ⲙⲉⲧⲁⲅⲅⲓⲍⲉ,1,V,,,,,,,
ⲙⲉⲧⲁⲅⲅⲓⲥⲙⲟⲥ,1,N,Y,,,,,,
ⲙⲉⲧⲁⲛⲟⲓⲁ,1,N,Y,repentance (μετάνοια),悔い改め,repentance (μετάνοια),,,
ⲙⲉⲧⲁⲛⲟⲓⲛⲧⲉⲧⲛ,1,V,,,,,,,
ⲙⲉⲧⲁⲛⲟⲓⲥⲉⲛⲁ,1,X,,,,,,,
ⲙⲉⲧⲁⲡⲟⲓ,1,V,,,,,,,
ⲙⲉⲧⲟⲭⲟⲥ,1,N,Y,,,,,,
ⲙⲉⲩⲛⲓⲡⲟⲥ,1,NPROP,,,,,,,
ⲙⲏⲛⲉ,1,N,,,,,,,
ⲙⲏⲛⲉⲩⲧⲏⲥ,1,N,,,,,,,
ⲙⲏⲡⲟⲧⲉ,1,CONJ,Y,lest (μήποτε),～しないように,de peur que (μήποτε),,,
ⲙⲏⲧⲓ,1,CONJ,Y,,,,,,
ⲙⲏⲧⲣⲁ,1,NUM,Y,,,,,,
ⲙⲓⲁⲓ,1,FM,,,,,,,
ⲙⲓⲅⲙⲁ,1,N,,,,,,,
ⲙⲓⲛⲓⲟⲛⲟⲣ,1,NPROP,,,,,,,
ⲙⲓⲭⲁⲏⲗ,1,NPROP,,Michael,ミカエル,Michel,,,
ⲙⲙ,1,V,,,,,,,
ⲙⲙⲁϩⲥⲛⲁⲩ,1,N,,,,,,,
ⲙⲙⲁⲓ,1,VSTAT,,,,,,,
ⲙⲙⲁⲣⲓϩⲁⲙⲙⲏ,1,VSTAT,,,,,,,
ⲙⲙⲁⲣⲙⲛ,1,PREP,,,,,,,
ⲙⲙⲏⲉⲓⲧⲛ,1,POSS,,,,,,,
ⲙⲙⲏⲓⲧⲛ,1,EXIST,,,,,,,
ⲙⲙⲟⲛⲱⲧⲛ,1,PTC,,,,,,,
ⲙⲙⲟⲥ,1,PPER,,,,,,,
ⲙⲙⲩⲥⲏⲧⲣⲓⲟⲛ,1,CONJ,,,,,,,
ⲙⲛ̅,1,PREP,,,,,,,
ⲙⲛⲁ,1,PREP,,,,,,,
ⲙⲛⲉⲩⲱⲣ,1,NPROP,,,,,,,
ⲙⲛⲙⲧ,1,PREP,,,,,,,
ⲙⲛⲛⲣⲉϥⲕⲁⲧⲁⲗⲁⲗⲓ,1,N,,,,,,,
ⲙⲛⲛⲥ,1,N,,,,,,,
ⲙⲛⲛⲥⲁ*,1,PREP,,,,,,,
ⲙⲛⲛⲥⲱⲟⲩ,1,N,,,,,,,
ⲙⲛⲧϣⲁⲛ,1,N,,,,,,,
ⲙⲛⲧϣⲏⲣⲉ,1,N,,,,,,,
ⲙⲛⲧϣⲙⲏⲛ,1,N,,,,,,,
ⲙⲛⲧϣⲟⲙⲧⲉ,1,NUM,,,,,,,
ⲙⲛⲧϣⲟⲩϣⲉ,1,N,,,,,,,
ⲙⲛⲧϣⲟⲩϣⲟ,1,N,,,,,,,
ⲙⲛⲧϩⲁϩ,1,N,,,,,,,
ⲙⲛⲧϫⲁϫⲉ,1,N,,,,,,,
ⲙⲛⲧϫⲱⲱⲣⲉ,1,N,,,,,,,
ⲙⲛⲧϭⲁⲟⲩⲟⲛ,1,N,,,,,,,
ⲙⲛⲧϭⲱⲃ,1,N,,,,,,,
ⲙⲛⲧⲁϥⲧⲉ,1,NUM,,,,,,,
ⲙⲛⲧⲁⲕⲣⲓⲃⲏⲥ,1,N,,,,,,,
ⲙⲛⲧⲁⲡⲓⲥⲧⲟⲥ,1,N,,,,,,,
ⲙⲛⲧⲁⲥⲉⲃⲏⲥ,1,N,,,,,,,
ⲙⲛⲧⲁⲧ,1,N,,,,,,,
ⲙⲛⲧⲁⲧϣⲏⲣⲉ,1,N,,,,,,,
ⲙⲛⲧⲁⲧⲕⲱϩ,1,N,,,,,,,
ⲙⲛⲧⲁⲧⲛⲁ,1,N,,,,,,,
ⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ,1,N,,,,,,,
ⲙⲛⲧⲁⲧⲧⲁⲕⲟ,1,N,,,,,,,
ⲙⲛⲧⲃⲁⲗ,1,N,,,,,,,
ⲙⲛⲧⲃⲁⲗϩⲏⲧ,1,N,,,,,,,
ⲙⲛⲧⲇⲓⲕⲁⲓⲟⲥ,1,N,,,,,,,
ⲙⲛⲧⲉⲓⲱⲧ,1,N,,,,,,,
ⲙⲛⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ,1,N,,,,,,,
ⲙⲛⲧⲏ,1,NUM,,,,,,,
ⲙⲛⲧⲕⲁⲕⲟⲩⲣⲅⲟⲥ,1,N,,,,,,,
ⲙⲛⲧⲙⲁⲓⲕⲟⲥⲙⲟⲥ,1,N,,,,,,,
ⲙⲛⲧⲙⲁⲓⲭⲣⲏⲙⲁ,1,N,,,,,,,
ⲙⲛⲧⲙⲉⲉⲓⲧⲃⲃⲏⲩ,1,N,,,,,,,
ⲙⲛⲧⲙⲛⲧⲣⲉ,1,N,,,,,,,
ⲙⲛⲧⲛⲁⲏⲧ,1,N,,"mercy, compassion",憐れみ,miséricorde,,,
ⲙⲛⲧⲛⲟⲉⲓⲕ,1,N,,,,,,,
ⲙⲛⲧⲟⲩⲉ,1,NUM,,,,,,,
ⲙⲛⲧⲡⲟⲛⲏⲣⲟⲥ,1,N,,,,,,,
ⲙⲛⲧⲣⲉ,1,N,,witness,証人,témoin,,,
ⲙⲛⲧⲣⲉϥϫⲓⲟⲩⲁ,1,N,,,,,,,
ⲙⲛⲧⲣⲉϥⲕⲱ,1,N,,,,,,,
ⲙⲛⲧⲣⲉϥⲕⲱⲣϣ,1,N,,,,,,,
ⲙⲛⲧⲣⲉϥⲙⲓϣⲉ,1,N,,,,,,,
ⲙⲛⲧⲣⲉϥⲣⲛⲟⲃⲉ,1,N,,,,,,,
ⲙⲛⲧⲣⲉϥⲧⲱⲣⲡ,1,N,,,,,,,
ⲙⲛⲧⲣⲙⲣⲁϣ,1,N,,,,,,,
ⲙⲛⲧⲣⲟ,1,N,,,,,,,
ⲙⲛⲧⲣⲱⲙⲉ,1,N,,"manhood, humanity",人間性,humanité,,,
ⲙⲛⲧⲭⲣⲏⲥⲧⲟⲥ,1,N,,"goodness, kindness",慈愛,bonté,,,
ⲙⲛⲧⲭⲣⲓⲥⲧⲟⲥ,1,N,,,,,,,
ⲙⲛⲧⲯⲓⲥ,1,NUM,,,,,,,
ⲙⲟⲉⲓⲧ,1,V,,,,,,,
ⲙⲟⲓⲣⲁ,1,N,Y,"portion, fate (μοῖρα)",分け前・運命,part (μοῖρα),,,
ⲙⲟⲕϩⲡⲁⲣⲁ,1,VSTAT,,,,,,,
ⲙⲟⲕϩⲥ,1,N,,,,,,,
